ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at,checked_at,check_result,check_reliability
2a0f:fc81::,,50902,Dns0.eu A.d.,FR,,,,TRUE,1,2023-02-20T06:02:25Z,2023-02-08T21:17:24Z,,,
2a07:a8c1::76:4378,dns2.nextdns.io.,34939,"nextdns, Inc.",US,,,,TRUE,1,2023-02-25T20:46:09Z,2023-02-08T21:18:18Z,,,
2a07:a8c0::76:4378,,34939,"nextdns, Inc.",US,,,,TRUE,1,2023-02-26T10:00:59Z,2023-02-08T21:19:46Z,,,
2a07:a8c0::,,34939,"nextdns, Inc.",US,,,,TRUE,1,2023-02-25T20:46:34Z,2023-02-09T12:54:42Z,,,
2a0f:fc80::9,,50902,Dns0.eu A.d.,FR,,,,TRUE,1,2023-02-25T20:46:24Z,2023-02-09T21:46:47Z,,,
2a0f:fc81::9,,50902,Dns0.eu A.d.,FR,,,,TRUE,1,2023-02-25T20:45:57Z,2023-02-09T21:47:05Z,,,
2a00:6a00:ad1:806::86,ns3.rpz.cert.ee.,56588,Information System Authority,EE,,,,TRUE,0.91,2023-02-21T21:55:41Z,2023-02-13T13:18:56Z,,,
2a02:88:1:e:807::99,ns2.rpz.cert.ee.,8240,Information System Authority,EE,,,,TRUE,0.94,2023-02-25T20:45:53Z,2023-02-13T13:21:03Z,,,
2a00:6a00:ad1:806::83,ns1.rpz.cert.ee.,56588,Information System Authority,EE,,,,TRUE,0.91,2023-02-25T20:47:49Z,2023-02-13T13:21:06Z,,,
2a01:4f8:172:1d2a::2,dns3.dns-ga.de.,24940,Hetzner Online GmbH,DE,,dns-ga.de/.net/.com,,TRUE,1,2023-02-26T10:01:08Z,2023-02-14T11:24:42Z,,,
2001:1608:10:25::9249:d69b,,44066,firstcolo GmbH,DE,,,,TRUE,1,2023-03-01T00:48:25Z,2023-02-28T18:56:08Z,,,
2001:418:3ff::53,time.gin.ntt.net.,2914,NTT-LTD-2914,US,,9.11.3-1ubuntu1.18-Ubuntu,,FALSE,1,2023-03-01T22:48:23Z,2023-02-28T18:56:10Z,,,
2001:428:101:100:205:171:3:65,,209,CENTURYLINK-US-LEGACY-QWEST,US,,,,FALSE,1,2023-03-01T00:48:19Z,2023-02-28T18:56:13Z,,,
2001:4860:4860::64,dns64.dns.google.,15169,GOOGLE,US,,,,TRUE,1,2023-03-01T00:48:16Z,2023-02-28T18:56:14Z,,,
2001:4b8:2:101::602,auth0.wayport.net.,14654,WAYPORT,US,,None of your business,,FALSE,1,2023-03-05T20:55:46Z,2023-02-28T18:56:35Z,,,
2001:67c:2b0::1,resolver1.dns.trex.fi.,29432,TREX Regional Exchanges Oy,AT,Vienna,http://www.trex.fi/service/resolvers.html,,TRUE,0.98,2023-03-02T20:44:46Z,2023-02-28T18:56:38Z,,,
2001:b000:168::1,dns.hinet.net.,3462,Data Communication Business Group,TW,,,,FALSE,1,2023-03-01T00:47:24Z,2023-02-28T18:57:06Z,,,
2610:a1:1018::1,,397213,SECURITYSERVICES,US,,,,TRUE,1,2023-03-01T18:47:34Z,2023-02-28T18:57:45Z,,,
2620:10a:80bb::20,protected.canadianshield.cira.ca.,40568,CIRADNS3,CA,,,,TRUE,1,2023-03-01T00:47:22Z,2023-02-28T18:57:58Z,,,
2620:74:1c::2:2,,397215,SECURITYSERVICES,US,,,,TRUE,0.86,2023-03-01T00:47:21Z,2023-02-28T18:58:00Z,,,
2620:fe::9,dns9.quad9.net.,19281,QUAD9-AS-1,US,,Q9-P-7.6,,TRUE,1,2023-03-01T00:48:54Z,2023-02-28T18:58:01Z,,,
2620:fe::fe,dns.quad9.net.,19281,QUAD9-AS-1,US,,Q9-P-7.6,,TRUE,1,2023-03-01T22:45:49Z,2023-02-28T18:58:02Z,,,
2001:dc8:1:2::106,,23902,Vietnam Internet network information center VNNIC,VN,,Hum....m,,TRUE,1,2023-03-08T23:58:35Z,2023-03-05T02:12:44Z,,,
2001:dc8:0:2::106,nscache1.vnnic.net.vn.,23902,Vietnam Internet network information center VNNIC,VN,,Hum....m,,TRUE,0.98,2023-03-09T02:44:57Z,2023-03-06T07:16:19Z,,,
2a09:5302:ffff::ac9,sergeysedoy97.ru.,205090,First Server Limited,SC,,,,TRUE,0.96,2023-03-09T02:44:56Z,2023-03-07T18:48:23Z,,,
2a0d:8480:1:f9::,sergeysedoy97.ru.,207651,Hosting technology LTD,NL,,,,TRUE,0.97,2023-03-08T23:57:16Z,2023-03-07T18:49:00Z,,,
2409::1,dns.nic.in.,148000,1.10.10.10 - Indian Public DNS,IN,,dns.nic.in - ver k,,TRUE,1,2023-08-17T22:01:11Z,2023-04-26T16:39:54Z,,,
2001:de2::1,dns.nic.in.,148000,1.10.10.10 - Indian Public DNS,IN,,dns.nic.in - ver k,,TRUE,1,2023-08-17T22:01:11Z,2023-04-26T16:40:15Z,,,
2620:0:ccd::2,resolver2.ipv6-sandbox.opendns.com.,36692,OPENDNS,US,Lake Charles,,,TRUE,0.98,2023-08-17T22:01:10Z,2023-04-26T22:18:05Z,,,
2001:4860:4860::8888,dns.google.,15169,GOOGLE,US,,,,TRUE,1,2023-08-17T22:01:10Z,2023-04-26T22:18:09Z,,,
